id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price,tipo_cambio
18957,18955,variation,631656716962,MASS TECH EXTREME 2000-6 LBS TRIPLE CHOCOLATE BROWNIE,19,18,instock,instock,True,52.99,52.99,stock+/-
21458,0,simple,650076635196,BCCA FRUIT PONCHS FLAVOR 30 SERVING,79,78,instock,instock,True,29.99,29.99,stock+/-
18856,18854,variation,713101732038,PROLIVE BIO6 COFFEE LOVERS DE 6 LB IMPULSE,31,30,instock,instock,True,106.99,106.99,stock+/-
19074,19071,variation,748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,1588,1586,instock,instock,True,57.6,4.00,stock+/-
19819,19817,variation,748927028652,GOLD STANDAR WHEY VAINILLA ICE CREAN 1.98 LBS,18,17,instock,instock,True,58.99,58.99,stock+/-
20385,19183,variation,705016353217,ISO 100 VAINILLA 5 LBS DYMATIZE,151,150,instock,instock,True,140,140.00,stock+/-
18979,18977,variation,850044753857,PROTEINA DE 4.8 LB VAINILLA PRIMEVAL LABS,59,58,instock,instock,True,74.99,74.99,stock+/-
20467,20464,variation,842595131291,C4 PERFORMANCE 16OZ HAWAIIAN PINEAPLE,2594,2585,instock,instock,True,45.6,3.80,stock+/-
20408,11808,variation,891597006427,RTD CARNIVOR SALTED CARAMEL 500ML (MUSCLE MEDS),748,747,instock,instock,True,57.6,5.00,stock+/-
20474,20464,variation,842595106596,C4 PERFORMANCE ENERGY 16OZ FROZEN BOMBSICLE,39,37,instock,instock,True,45.6,3.80,stock+/-
11255,0,simple,850030689450,VITAMIN D3 REVIVE,50,49,instock,instock,True,20.99,20.99,stock+/-
19752,19744,variation,810121052105,ISOJECT FRUITYCREREAL 1.83 LBS ISOJET EVOGEN,9,8,instock,instock,True,58.99,58.99,stock+/-
19083,19081,variation,748927060621,AMINO ENERGY RTD SPANLING AE GRAPE OPTIMUN NUTRICION,317,315,instock,instock,True,43.2,3.60,stock+/-
9200,0,simple,612590416019,"OMEGA 3, ACEITE DE PESCADO LANDERFIT",82,81,instock,instock,True,21.99,21.99,stock+/-
19087,19081,variation,748927060614,AMINO ENERGY SPARLING AE WATHERMELO OPTIMUN NUTRICION,306,304,instock,instock,True,43.2,3.60,stock+/-
19085,19081,variation,748927060607,AMINO ENERGY RTD SPARLING AE JUCY STRAWERRY OPTIMUN NUTRICION,43,42,instock,instock,True,43.2,3.60,stock+/-
20409,11808,variation,891597006113,RTD CARNIVOR 500ML VAINILLA (MUSCLE MEDS),684,683,instock,instock,True,57.6,5.00,stock+/-
14414,0,simple,612590415883,COLAGENO-HIDROLIZADO + VITAMINA C + ÁCIDO HIALURONICO – SABOR NARANJA – 30 SERV – LANDERFIT,92,91,instock,instock,True,32.99,32.99,stock+/-
268,0,simple,853237000745,CREATINA MONOHIDRATADA DRIVE 300G NUTREX,1620,1617,instock,instock,True,24.99,24.99,stock+/-
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,79,78,instock,instock,True,95.99,95.99,stock+/-
18864,18861,variation,7113101732151,ULTRA VEGANA CARAMELO PEANUT BUTTER 3 LBS IMPULSE,10,9,instock,instock,True,78.99,78.99,stock+/-
21456,0,simple,810069201535,ANGRY SUPLEMENTS CREATINA 300 MG,515,511,instock,instock,True,24.99,24.99,stock+/-
21626,21625,variation,705016354207,ISO 100 FRUITY PEBBLES 20 SERV. 1.6 LBS 24 SERVING DYMATIZE,344,339,instock,instock,True,54.99,54.99,stock+/-
21455,0,simple,650076635219,CREATINA 80 SERVING UNFLAVORED,406,405,instock,instock,True,29.99,29.99,stock+/-
18912,18910,variation,181030000144,XTEND ORIGINAL 90 SERV. SMASH APPLE,16,15,instock,instock,True,59.99,59.99,stock+/-
21393,21391,variation,811662029489,MASS EXTREME 2500 VAINILLA ICE CREAM MUTANT,57,55,instock,instock,True,49.99,49.99,stock+/-
19073,19071,variation,748927069815,PROTEIN SHAKE STRAWBERRY 325ML OPTIMUN NUTRICION,1214,1213,instock,instock,True,57.6,4.00,stock+/-
20477,20464,variation,842595111095,C4 PERFORMANCE ENERGY 16OZ MIDNIGTH CHERRY,58,55,instock,instock,True,45.6,3.80,stock+/-
18855,18854,variation,713101732045,PROLIVE BIO6 CRISPY TOFFEE 6 LBS IMPULSE,27,26,instock,instock,True,106.99,106.99,stock+/-
21547,21545,variation,650076635202,BCCA GRAPE FLAVOR 30 SERVING,86,87,instock,instock,True,29.99,29.99,stock+/-
19780,19778,variation,853237000738,PROTEINA ISOFIT COOKIES &CREAM 30 SERV. NUTREX,50,49,instock,instock,True,59.99,62.99,stock+/-
11149,0,simple,829263210137,CATEGORY 5 - CREATINA POWDER STIM FREE PREWORKOUT - MUSCLEOLOGY,30,31,instock,instock,True,34.99,34.99,stock+/-
20406,11808,variation,891597004034,RTD CARNIVOR 500ML CHOCOLATE (MUSCLE MEDS),710,709,instock,instock,True,57.6,5.00,stock+/-
11830,0,simple,748927023848,CREATINA ON POWDER MICRONISADA,349,348,instock,instock,True,39.99,39.99,stock+/-
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,288,284,instock,instock,True,43.2,3.60,stock+/-
