id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price,tipo_cambio
18978,18977,variation,850044753833,PROTEINA DE 4.8 LB COOKIE & CREAM PRIMEVAL LABS,60,59,instock,instock,True,74.99,74.99,stock+/-
19084,19081,variation,748927062731,AMINO ENERGY RTD SPARLING AE JUCY CHERRY OPTIMUN NUTRICION,302,299,instock,instock,True,43.2,3.60,stock+/-
20406,11808,variation,891597004034,RTD CARNIVOR 500ML CHOCOLATE (MUSCLE MEDS),736,733,instock,instock,True,57.6,5.00,stock+/-
108,0,simple,745560722015,"CREATINE SUPER ATP, 80 SERVS). 400G (UNFLAVORED) (CREATINA)",18,17,instock,instock,True,29.99,29.99,stock+/-
20447,20442,variation,842595131727,C4 PERFORMANCE 16OZ ELECTRIC SOUR APPLE,53,52,instock,instock,True,45.6,3.80,stock+/-
20467,20464,variation,842595131291,C4 PERFORMANCE 16OZ HAWAIIAN PINEAPLE,2672,2663,instock,instock,True,45.6,3.80,stock+/-
18979,18977,variation,850044753857,PROTEINA DE 4.8 LB VAINILLA PRIMEVAL LABS,62,61,instock,instock,True,74.99,74.99,stock+/-
19802,19800,variation,850026029055,WHEY 100% VAINILLA 2 LBS NUTREX,103,102,instock,instock,True,48.99,52.99,stock+/-
13114,0,simple,850026029925,CREATINA MONOHIDRATE 200 SERVING NUTREX,305,304,instock,instock,True,44.99,44.99,stock+/-
11830,0,simple,748927023848,CREATINA ON POWDER MICRONISADA,357,355,instock,instock,True,39.99,39.99,stock+/-
19965,19963,variation,612590416651,REDS & GREENS PINA 30 SERVING- LANDERFIT,16,15,instock,instock,True,29.99,29.99,stock+/-
19085,19081,variation,748927060607,AMINO ENERGY RTD SPARLING AE JUCY STRAWERRY OPTIMUN NUTRICION,53,49,instock,instock,True,43.2,3.60,stock+/-
268,0,simple,853237000745,CREATINA MONOHIDRATADA DRIVE 300G NUTREX,1670,1665,instock,instock,True,24.99,24.99,stock+/-
19032,19029,variation,850039445798,CBUM PROTEINA 2 LBS  ITOLATE BIRTHAY CAKE,0,2,outofstock,outofstock,True,54.99,54.99,stock+/-
18891,18887,variation,608631655431,CREATINA STIM PRO WATERMELON IMPULSE,43,42,instock,instock,True,32.99,32.99,stock+/-
19073,19071,variation,748927069815,PROTEIN SHAKE STRAWBERRY 325ML OPTIMUN NUTRICION,1224,1223,instock,instock,True,57.6,4.00,stock+/-
19087,19081,variation,748927060614,AMINO ENERGY SPARLING AE WATHERMELO OPTIMUN NUTRICION,340,337,instock,instock,True,43.2,3.60,stock+/-
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,304,302,instock,instock,True,43.2,3.60,stock+/-
20476,20464,variation,842595133608,C4 PERFORMANCE ENERGY 16OZ HAWAIIAN PUNCH TROPIC JUICE,75,73,instock,instock,True,45.6,3.80,stock+/-
18857,18854,variation,713101732014,PROLIVE BIO6 COCONUT 6 LBS IMPULSE,0,1,outofstock,outofstock,True,106.99,106.99,stock+/-
20446,20442,variation,842595135541,C4 PERFORMANCE CHERRY BOMB FROST,22,21,instock,instock,True,45.6,3.80,stock+/-
20448,20442,variation,842595135534,C4 PERFORMANCE 16OZ FROST BITTEN CITRUS,63,62,instock,instock,True,45.6,3.80,stock+/-
18187,18186,variation,745560722138,PROLIVE BIO5 VAINILLA DE 5 LB IMPULSE,44,43,instock,instock,True,95.99,95.99,stock+/-
19414,19402,variation,817189024587,EVPXTREME SOUR WATERMELON,2,1,outofstock,outofstock,True,49.99,49.99,stock+/-
11230,0,simple,850030689252,LIVER HEALTHY REVIVE,16,19,instock,instock,True,54.99,54.99,stock+/-
21626,21625,variation,705016354207,ISO 100 FRUITY PEBBLES 20 SERV. 1.6 LBS 24 SERVING DYMATIZE,371,369,instock,instock,True,54.99,54.99,stock+/-
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,85,86,instock,instock,True,95.99,95.99,stock+/-
19088,19081,variation,748927068269,AMINO ENERGY SPARLING AE BERRY BURST OPTIMUN NUTRICION,297,292,instock,instock,True,43.2,3.60,stock+/-
