id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price,tipo_cambio
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,714,712,instock,instock,True,43.2,3.60,stock+/-
18187,18186,variation,745560722138,PROLIVE BIO5 VAINILLA DE 5 LB IMPULSE,75,77,instock,instock,True,99.99,99.99,stock+/-
18979,18977,variation,850044753857,PROTEINA DE 4.8 LB VAINILLA PRIMEVAL LABS,40,41,instock,instock,True,74.99,74.99,stock+/-
19087,19081,variation,748927060614,AMINO ENERGY SPARLING AE WATHERMELO OPTIMUN NUTRICION,807,816,instock,instock,True,43.2,3.60,stock+/-
268,0,simple,853237000745,CREATINA MONOHIDRATADA DRIVE 300G NUTREX,1276,1270,instock,instock,True,24.99,24.99,stock+/-
21455,0,simple,650076635219,CREATINA 80 SERVING UNFLAVORED,299,296,instock,instock,True,29.99,29.99,stock+/-
19089,19081,variation,748927063486,AMINO ENERGY SPARLING AE PEACH BELLINI OPTIMUN NUTRICION,789,785,instock,instock,True,43.2,3.60,stock+/-
20407,11808,variation,891597006137,RTD CARNIVOR 500ML FRUIT CEREAL (MUSCLE MEDS),606,605,instock,instock,True,57.6,5.00,stock+/-
18978,18977,variation,850044753833,PROTEINA DE 4.8 LB COOKIE & CREAM PRIMEVAL LABS,43,42,instock,instock,True,74.99,74.99,stock+/-
11830,0,simple,748927023848,CREATINA ON POWDER MICRONISADA,275,271,instock,instock,True,39.99,39.99,stock+/-
21456,0,simple,810069201535,ANGRY SUPLEMENTS CREATINA 300 MG,346,334,instock,instock,True,24.99,24.99,stock+/-
20466,20464,variation,842595106572,C4 PERFORMANCE ENERGY 16OZ STRAWBERY WATTERMELON ICE,64,62,instock,instock,True,45.6,3.80,stock+/-
19072,19071,variation,748927066593,PROTEIN SHAKE CHOCOLATE 325 ML OPTIMUN NUTRICION,67,66,instock,instock,True,57.6,4.00,stock+/-
18194,18186,variation,608631655486,PROLIVE BIO5 CAPUCHINO 5 LIBRAS IMPULSE,178,176,instock,instock,True,99.99,99.99,stock+/-
20406,11808,variation,891597004034,RTD CARNIVOR 500ML CHOCOLATE (MUSCLE MEDS),725,724,instock,instock,True,57.6,5.00,stock+/-
22133,22131,variation,810121056066,EVP XTREME AQ PREWORKOUT TANGERINE BLAST EVOGEN,430,428,instock,instock,True,4.99,4.99,stock+/-
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,88,86,instock,instock,True,99.99,99.99,stock+/-
19074,19071,variation,748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,1518,1514,instock,instock,True,57.6,4.00,stock+/-
