id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price,tipo_cambio
20409,11808,variation,891597006113,RTD CARNIVOR 500ML VAINILLA (MUSCLE MEDS),686,685,instock,instock,True,57.6,5.00,stock+/-
11247,0,simple,850030689467,NAC REVIVE,19,18,instock,instock,True,29.99,29.99,stock+/-
18892,18887,variation,703556204938,CREATINA STIM PRO 52 SERV. ORANGE IMPULSE,14,13,instock,instock,True,32.99,32.99,stock+/-
19089,19081,variation,748927063486,AMINO ENERGY SPARLING AE PEACH BELLINI OPTIMUN NUTRICION,337,336,instock,instock,True,43.2,3.60,stock+/-
14440,0,simple,612590416200,ULTRA GLUTAMINA 60 SERVING- LANDERFIT,1,0,outofstock,outofstock,True,25.99,25.99,stock+/-
14415,0,simple,703556204785,CORESHIELD -XR MULTIVITAMINAS,52,51,instock,instock,True,24.99,24.99,stock+/-
20467,20464,variation,842595131291,C4 PERFORMANCE 16OZ HAWAIIAN PINEAPLE,2636,2622,instock,instock,True,45.6,3.80,stock+/-
21547,21545,variation,650076635202,BCCA GRAPE FLAVOR 30 SERVING,88,87,instock,instock,True,29.99,29.99,stock+/-
20408,11808,variation,891597006427,RTD CARNIVOR SALTED CARAMEL 500ML (MUSCLE MEDS),769,767,instock,instock,True,57.6,5.00,stock+/-
20446,20442,variation,842595135541,C4 PERFORMANCE CHERRY BOMB FROST,19,17,instock,instock,True,45.6,3.80,stock+/-
18856,18854,variation,713101732038,PROLIVE BIO6 COFFEE LOVERS DE 6 LB IMPULSE,33,32,instock,instock,True,106.99,106.99,stock+/-
19856,19843,variation,748927026665,AMINO ENERGY FRUIT FUSION 270 G,128,127,instock,instock,True,32.99,32.99,stock+/-
21455,0,simple,650076635219,CREATINA 80 SERVING UNFLAVORED,415,412,instock,instock,True,29.99,29.99,stock+/-
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,83,82,instock,instock,True,95.99,95.99,stock+/-
20449,20442,variation,842595135558,C4 PERFORMANCE 16OZ TROPICAL TUNDRA FROST,41,39,instock,instock,True,45.6,3.80,stock+/-
19355,19354,variation,810121055908,CARNIGEN PREMIUN LIQUID VICTORY PUNCH-EVOGEN,19,18,instock,instock,True,34.99,34.99,stock+/-
19010,19008,variation,612590415838,PREMIUN WHEY LANDERFIT CHOCOLATE 26 SERVING,17,16,instock,instock,True,38.99,38.99,stock+/-
21392,21391,variation,811662029496,MASS EXTREME 2500 TRIPLE CHOCOLATE MUTANT,56,55,instock,instock,True,49.99,49.99,stock+/-
19074,19071,variation,748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,1604,1602,instock,instock,True,57.6,4.00,stock+/-
20407,11808,variation,891597006137,RTD CARNIVOR 500ML FRUIT CEREAL (MUSCLE MEDS),736,735,instock,instock,True,57.6,5.00,stock+/-
18190,18186,variation,745560722145,PROLIVE BIO5 STRAWBERRY ICE CREAN 5 LBS IMPULSE,93,92,instock,instock,True,95.99,95.99,stock+/-
11853,0,simple,817189029032,CREATINA MICRONIZADA MONOHIDRATADA 60SERV. EVOGEN,16,15,instock,instock,True,29.99,29.99,stock+/-
20448,20442,variation,842595135534,C4 PERFORMANCE 16OZ FROST BITTEN CITRUS,53,52,instock,instock,True,45.6,3.80,stock+/-
20406,11808,variation,891597004034,RTD CARNIVOR 500ML CHOCOLATE (MUSCLE MEDS),728,725,instock,instock,True,57.6,5.00,stock+/-
20445,20442,variation,842595131741,C4 PERFORMANCE 16OZ ATOMIC GRAPE,17,16,instock,instock,True,45.6,3.80,stock+/-
268,0,simple,853237000745,CREATINA MONOHIDRATADA DRIVE 300G NUTREX,1642,1635,instock,instock,True,24.99,24.99,stock+/-
11830,0,simple,748927023848,CREATINA ON POWDER MICRONISADA,353,351,instock,instock,True,39.99,39.99,stock+/-
