codigo,nombre,wc_id,stock_anterior,stock_nuevo,status_nuevo,resultado
608631655271,AMINO ESENCIAL 52 SERV. 520G BERRY ICE TEA IMPULSE,21120,5,4,outofstock,OK
608631655424,CREATINA STIM PRO52 SERV. FRUIT PUNCH IMPULSE,18893,57,56,instock,OK
608631655431,CREATINA STIM PRO WATERMELON IMPULSE,18891,46,45,instock,OK
608631655486,PROLIVE BIO5 CAPUCHINO 5 LIBRAS IMPULSE,18194,249,245,instock,OK
612590415777,MULTI PAHSE MULTIVITAMIN 90 CAPSULAS- LANDERFIT,14431,25,24,instock,OK
612590415838,PREMIUN WHEY LANDERFIT CHOCOLATE 26 SERVING,19010,30,26,instock,OK
612590415883,COLAGENO-HIDROLIZADO + VITAMINA C + ÁCIDO HIALURONICO – SABOR NARANJA – 30 SERV – LANDERFIT,14414,109,105,instock,OK
612590416019,"OMEGA 3, ACEITE DE PESCADO LANDERFIT",9200,99,97,instock,OK
612590416200,ULTRA GLUTAMINA 60 SERVING- LANDERFIT,14440,5,2,outofstock,OK
612590416644,"VEGAN-PROTEIN VAINILLA 2,04 LBS LANDERFIT",9151,49,47,instock,OK
612590416668,PREMIUN WHEY VAINILLA 26 SERVING- LANDERFIT,19009,4,3,outofstock,OK
631656716962,MASS TECH EXTREME 2000-6 LBS TRIPLE CHOCOLATE BROWNIE,18957,26,20,instock,OK
631656716979,MASS TECH -EXTREME 2000- VAINILLA 2000 6 LBS MUSCLETECH,18958,7,4,outofstock,OK
650076635257,VMS-PROTEIN ISOLATE-HIDROLIZED BIO-ACTIVE DE FRESA 5LB,19064,119,116,instock,OK
650076635264,VMS-PROTEIN ISOLATE- HIDROLIZED BIO-ACTIVE- CHOCOLATE5 LBS,19063,62,61,instock,OK
65007665240,VMS-PROTEIN ISOLATE -HIDROLIZED BIO-ACTIVE VAINILLA 5 LBS,19062,34,33,instock,OK
666222097404,SUPER FAT BURNER + (MHP),9723,72,73,instock,OK
666222941004,XPEL CAPS (MHP),8555,73,72,instock,OK
703556204815,PROLIVE BIO5 BUTTER BLASTER DE 5 LBS IMPULSE,18195,110,108,instock,OK
703556204822,PROLIVE BIO5 WHITE CHOCORAINBOW DE 5 LB IMPULSE,18188,37,32,instock,OK
703556204846,PROLIVE BIO5 CARAMEL PEANUT BUTTER DE 5 LBS IMPULSE,18189,46,44,instock,OK
703556204907,AMINO ESENCIAL 52 SERVING PINA COLADA IMPULSE,21121,5,4,outofstock,OK
703556204938,CREATINA STIM PRO 52 SERV. ORANGE IMPULSE,18892,18,17,instock,OK
705016353217,ISO 100 VAINILLA 5 LBS DYMATIZE,20385,164,160,instock,OK
705016353415,ISO 100 FRUTY PEBBLES 3 LBS DYMATIZE,19228,14,13,instock,OK
705016353422,ISO 100 COCOA PEBBLES 3 LBS DYMATIZE,19229,13,10,instock,OK
705016358205,ISO 100 VAINILLA 20 SERV. 1.34 LBS DYMATIZE,20388,192,185,instock,OK
713101732007,PROLIVE BIO5 SUNDEY CARAMEL DE 6 LB IMPULSE,18858,58,55,instock,OK
713101732038,PROLIVE BIO6 COFFEE LOVERS DE 6 LB IMPULSE,18856,51,46,instock,OK
713101732045,PROLIVE BIO6 CRISPY TOFFEE 6 LBS IMPULSE,18855,38,34,instock,OK
713101732113,ULTRA VEGANA VAINILLA 3 LBS IMPULSE,18862,26,25,instock,OK
713101732137,ULTRA VEGANA STRAWERRY ICE CREAM 3 LBS IMPULSE,18863,13,11,instock,OK
745560722015,"CREATINE SUPER ATP, 80 SERVS). 400G (UNFLAVORED) (CREATINA)",108,26,25,instock,OK
745560722039,L- CARNITINA 3500 MANGO ALEGRE IMPULSE,18871,6,4,outofstock,OK
745560722138,PROLIVE BIO5 VAINILLA DE 5 LB IMPULSE,18187,79,73,instock,OK
745560722145,PROLIVE BIO5 STRAWBERRY ICE CREAN 5 LBS IMPULSE,18190,127,122,instock,OK
745560722152,PROLIVE BIO5 DE CHOCOLATE 5 LBS IMPULSE,18192,248,241,instock,OK
745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,18191,98,92,instock,OK
748927023848,CREATINA ON POWDER MICRONISADA,11830,379,374,instock,OK
748927028614,GOLD STANDARD WEY DOBLE RICH CHOCOLATE 2 LB,19818,40,39,instock,OK
748927028669,GOLD STANDARD WEY DOUBLE RICH CHOCOLATE 5 LBS,19837,389,388,instock,OK
748927028706,GOLD STANDAR WHEY VAINILLA ICE CREAM 5 LBS,19838,43,42,instock,OK
748927060607,AMINO ENERGY RTD SPARLING AE JUCY STRAWERRY OPTIMUN NUTRICION,19085,85,82,instock,OK
748927060614,AMINO ENERGY SPARLING AE WATHERMELO OPTIMUN NUTRICION,19087,438,391,instock,OK
748927060621,AMINO ENERGY RTD SPANLING AE GRAPE OPTIMUN NUTRICION,19083,344,332,instock,OK
748927062731,AMINO ENERGY RTD SPARLING AE JUCY CHERRY OPTIMUN NUTRICION,19084,379,371,instock,OK
748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,19086,382,369,instock,OK
748927063486,AMINO ENERGY SPARLING AE PEACH BELLINI OPTIMUN NUTRICION,19089,510,456,instock,OK
748927066586,PROTEIN SHAKER VAINILLA 325 ML OPTIMUN NUTRICION,19074,1597,1580,instock,OK
748927066593,PROTEIN SHAKE CHOCOLATE 325 ML OPTIMUN NUTRICION,19072,133,130,instock,OK
748927068269,AMINO ENERGY SPARLING AE BERRY BURST OPTIMUN NUTRICION,19088,434,394,instock,OK
748927069815,PROTEIN SHAKE STRAWBERRY 325ML OPTIMUN NUTRICION,19073,1237,1233,instock,OK
799142775449,HORMONAL BALANCE 90 CAPSULAS- LANDERFIT,14422,51,50,instock,OK
810014679488,RESVERATROL 700 MG 120 CAPSULA,13384,15,14,instock,OK
810014679570,YOHIMBINE120 CAPSULAS,13391,82,81,instock,OK
810121053997,EVP 3D VICTORY PUNCH- EVOGEN,19310,6,5,outofstock,OK
810121055113,VITAMIN D3 EVOGEN,11858,32,31,instock,OK
810121056486,BETA-ALANINE EVOGEN,11861,19,18,instock,OK
810121056714,ISOJECT CHURRO 1.71 LBS ISOJET EVOGEN,19755,2,1,outofstock,OK
810121056738,ISOJECT TIRAMISU 1.76 LBS ISOJET EVOGEN,19760,2,1,outofstock,OK
810121057018,HIDRATACION TANGERINE 30M SERVING,19280,19,18,instock,OK
810121058961,EVP XTREME BLACK BERRY LEMONADA,19404,12,11,instock,OK
810139572350,VITAMINA B COMPLEX 120 CAPSULAS,13388,9,8,instock,OK
810390028313,ALPHA AMINO 30 SERV. ICY BLUE RAZZ CELLUCOR,18906,16,15,instock,OK
810390028344,ALPHA AMINO 30 SERV. WATERMELON CELLUCOR,18908,15,14,instock,OK
811213027513,BPI MICRONIZED CREATINA 600G UNFLAVORED,140,106,105,instock,OK
817189020176,GLYCOJET WATERMELON,19291,8,7,instock,OK
817189020510,ISOJET VAINILLA BEAN 1.85 LBS 28 SERVING EVOGEN,21335,17,21,instock,OK
817189025270,EVP XTREME N.O.TROPIC THUNDER- EVOGEN,19415,4,3,outofstock,OK
817189028240,EVP XTREME N.O. BLUEBERRY APPLE-EVOGEN,19412,3,2,outofstock,OK
817189028530,EVP XTREMEN.O. SOUR CANDY-EVOGEN,19413,3,2,outofstock,OK
817189029032,CREATINA MICRONIZADA MONOHIDRATADA 60SERV. EVOGEN,11853,52,46,instock,OK
842595106572,C4 PERFORMANCE ENERGY 16OZ STRAWBERY WATTERMELON ICE,20466,86,85,instock,OK
842595106596,C4 PERFORMANCE ENERGY 16OZ FROZEN BOMBSICLE,20474,55,51,instock,OK
842595106619,C4 PERFORMANCE ENERGY 16OZ ARCTIC SNOW CONE,20431,47,43,instock,OK
842595111071,C4 PERFORMANCE16OZ CHERRYLIMEADE,20465,108,96,instock,OK
842595121650,C4 PERFORMANCE 16OZ FRUIT PUNCH,20432,84,83,instock,OK
842595121759,C4 PERFORMANCE ENERGY 16OZ STRAWBERRY BLAST,20472,95,91,instock,OK
842595121766,C4 PERFORMANCE COSMIC RAINBOW,20471,123,118,instock,OK
842595131253,C4 PERFORMANCE 16OZ CHERRY,20470,103,91,instock,OK
842595131277,C4 PERFORMANCE 16OZ POPSICLE GRAPE,20475,222,185,instock,OK
842595131291,C4 PERFORMANCE 16OZ HAWAIIAN PINEAPLE,20467,2953,2903,instock,OK
842595131727,C4 PERFORMANCE 16OZ ELECTRIC SOUR APPLE,20447,71,70,instock,OK
842595131741,C4 PERFORMANCE 16OZ ATOMIC GRAPE,20445,36,35,instock,OK
842595133608,C4 PERFORMANCE ENERGY 16OZ HAWAIIAN PUNCH TROPIC JUICE,20476,71,62,instock,OK
842595134957,C4 PERFORMANCE ENERGY 16OZ BLUE RASPBERRY JOLLY RANCHER,20469,92,89,instock,OK
842595134964,C4 PERFORMANCE ENERGY 16OZ WATERMELON JOLLY RANCHER,20478,92,86,instock,OK
842595135534,C4 PERFORMANCE 16OZ FROST BITTEN CITRUS,20448,59,47,instock,OK
842595135541,C4 PERFORMANCE CHERRY BOMB FROST,20446,36,33,instock,OK
842595135558,C4 PERFORMANCE 16OZ TROPICAL TUNDRA FROST,20449,72,64,instock,OK
850026029055,WHEY 100% VAINILLA 2 LBS NUTREX,19802,17,73,instock,OK
850026029079,WHEY 100 % CHOCOLATE 2 LBS 26 SERVING NUTREX,19801,23,80,instock,OK
850026029925,CREATINA MONOHIDRATE 200 SERVING NUTREX,13114,374,356,instock,OK
850030689283,VITAMIN K2 & D3 REVIVE,11242,6,5,outofstock,OK
850030689450,VITAMIN D3 REVIVE,11255,56,55,instock,OK
850044753857,PROTEINA DE 4.8 LB VAINILLA PRIMEVAL LABS,18979,69,68,instock,OK
850049150613,BETA ALANINE 60 SERVING RAW,11862,7,6,outofstock,OK
850057175356,CBUM-ITHOLATE-PROTEIN-VANILLA-OA TMEAL COOKIE - 5LB (ISOLATADA),19023,3,2,outofstock,OK
850060362675,WHEY 100% COOKIES AND CREAN 2LBS NUTREX,19803,22,80,instock,OK
853237000745,CREATINA MONOHIDRATADA DRIVE 300G NUTREX,268,1851,1808,instock,OK
853237000837,ISOFIT 30 SERVING STRAWERRY NUTREX,19779,8,60,instock,OK
859400007337,PROTEINA ISOFIT CHOCOLATE SHAKE 30 SERV. NUTREX,19781,5,58,instock,OK
859400007559,ISOFIT VAINILLA ICE CREAM 2 LBS. NUTREX,19782,1,78,instock,OK
891597004034,RTD CARNIVOR 500ML CHOCOLATE (MUSCLE MEDS),20406,771,730,instock,OK
891597006113,RTD CARNIVOR 500ML VAINILLA (MUSCLE MEDS),20409,809,777,instock,OK
891597006137,RTD CARNIVOR 500ML FRUIT CEREAL (MUSCLE MEDS),20407,716,703,instock,OK
