id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price,tipo_cambio
20467,20464,variation,842595131291,C4 PERFORMANCE 16OZ HAWAIIAN PINEAPLE,2691,2675,instock,instock,True,45.6,3.80,stock+/-
9602,0,simple,850039445668,RAW-ESSENTIAL - PRE-WORKOUT ORANGE 30 SERVING,779,777,instock,instock,True,47.99,47.99,stock+/-
19086,19081,variation,748927062748,AMINO ENERGY SPARLING AE MANGO PINIAPLE LIMONADE OPTIMUN NUTRICION,306,304,instock,instock,True,43.2,3.60,stock+/-
19837,19835,variation,748927028669,GOLD STANDARD WEY DOUBLE RICH CHOCOLATE 5 LBS,382,381,instock,instock,True,115.99,115.99,stock+/-
20432,20430,variation,842595121650,C4 PERFORMANCE 16OZ FRUIT PUNCH,70,69,instock,instock,True,3.80,3.80,stock+/-
21547,21545,variation,650076635202,BCCA GRAPE FLAVOR 30 SERVING,91,90,instock,instock,True,29.99,29.99,stock+/-
20474,20464,variation,842595106596,C4 PERFORMANCE ENERGY 16OZ FROZEN BOMBSICLE,44,43,instock,instock,True,45.6,3.80,stock+/-
19084,19081,variation,748927062731,AMINO ENERGY RTD SPARLING AE JUCY CHERRY OPTIMUN NUTRICION,304,302,instock,instock,True,43.2,3.60,stock+/-
14413,0,simple,799142775425,BODY RESTORE 60 CAPSULAS- LANDERFIT,19,18,instock,instock,True,22.99,22.99,stock+/-
18192,18186,variation,745560722152,PROLIVE BIO5 DE CHOCOLATE 5 LBS IMPULSE,225,224,instock,instock,True,95.99,95.99,stock+/-
19737,19734,variation,810121056158,LIPOCIDE-IR JUCY GRAPPE-EVOGEN,16,15,instock,instock,True,49.99,49.99,stock+/-
19856,19843,variation,748927026665,AMINO ENERGY FRUIT FUSION 270 G,130,129,instock,instock,True,32.99,32.99,stock+/-
19262,19253,variation,817189024532,AMINO K.E.M SOUR WATERMELON- EVOGEN,7,6,outofstock,instock,True,45.99,45.99,stock+/-
21457,0,simple,850057175646,BUM ESENCIAL PERFORMANCE NO-STIM BLUE RATHBERRY,235,233,instock,instock,True,49.99,49.99,stock+/-
