id,parent,tipo,sku,nombre,old_stock,new_stock,new_status,old_status,manage,old_price,new_price
18856,18854,variation,713101732038,PROLIVE BIO6 COFFEE LOVERS DE 6 LB IMPULSE,119,119,instock,instock,True,106.99,115.99
18857,18854,variation,713101732014,PROLIVE BIO6 COCONUT 6 LBS IMPULSE,0,0,outofstock,outofstock,True,106.99,115.99
18855,18854,variation,713101732045,PROLIVE BIO6 CRISPY TOFFEE 6 LBS IMPULSE,119,118,instock,instock,True,106.99,115.99
18195,18186,variation,703556204815,PROLIVE BIO5 BUTTER BLASTER DE 5 LBS IMPULSE,103,103,instock,instock,True,95.99,99.99
18193,18186,variation,745560722169,PROLIVE BIO5 CHOCO COCO DE 5 LBS IMPULSE,0,0,outofstock,outofstock,True,95.99,99.99
18858,18854,variation,713101732007,PROLIVE BIO5 SUNDEY CARAMEL DE 6 LB IMPULSE,49,49,instock,instock,True,106.99,115.99
18194,18186,variation,608631655486,PROLIVE BIO5 CAPUCHINO 5 LIBRAS IMPULSE,186,186,instock,instock,True,95.99,99.99
18190,18186,variation,745560722145,PROLIVE BIO5 STRAWBERRY ICE CREAN 5 LBS IMPULSE,88,88,instock,instock,True,95.99,99.99
18191,18186,variation,745560722176,PROLIVE BIO5 COOKIS AND CREAM DE 5LB IMPULSE,100,99,instock,instock,True,95.99,99.99
18188,18186,variation,703556204822,PROLIVE BIO5 WHITE CHOCORAINBOW DE 5 LB IMPULSE,56,56,instock,instock,True,95.99,99.99
18187,18186,variation,745560722138,PROLIVE BIO5 VAINILLA DE 5 LB IMPULSE,91,91,instock,instock,True,95.99,99.99
18865,18861,variation,713101732144,VEGANA ULTRA DE COCO 3 LBS IMPULSE,5,5,outofstock,outofstock,True,78.99,85.99
11803,0,simple,713101732076,PROTEINA VEGANA DE 4 LBS PANCAKE IMPULSE,9,9,instock,instock,True,74.99,80.99
18189,18186,variation,703556204846,PROLIVE BIO5 CARAMEL PEANUT BUTTER DE 5 LBS IMPULSE,84,84,instock,instock,True,95.99,99.99
18192,18186,variation,745560722152,PROLIVE BIO5 DE CHOCOLATE 5 LBS IMPULSE,213,213,instock,instock,True,95.99,99.99
